Illness Name,Category
"Sickle Cell Disease, Bacterial Meningitis","2, 0"
"Sickle Cell Disease, Catatonia","2, 1"
"Sickle Cell Disease, Muscular Dystrophy","2, 3"
"Sickle Cell Disease, Dwarfism","2, 3"
"Sickle Cell Disease, Pathological Gambling","2, 1"
"Sickle Cell Disease, Traumatic Brain Injury","2, 3"
"Sickle Cell Disease, Somatic Symptom Disorder","2, 1"
"Sickle Cell Disease, Anorexia","2, 1"
"Sickle Cell Disease, Polycystic Kidney Disease","2, 2"
"Sickle Cell Disease, Hip Dysplasia","2, 3"
"Sickle Cell Disease, Campylobacteriosis","2, 0"
"Sickle Cell Disease, Schizophrenia","2, 1"
"Sickle Cell Disease, Selective Mutism","2, 1"
"Sickle Cell Disease, Microcephaly","2, 3"
"Sickle Cell Disease, Psychotic Depression","2, 1"
"Sickle Cell Disease, Giardiasis","2, 0"
"Sickle Cell Disease, Mobility Impairment","2, 3"
"Sickle Cell Disease, Tetanus","2, 0"
"Sickle Cell Disease, Leptospirosis","2, 0"
"Sickle Cell Disease, Substance Use Disorder","2, 1"
"Sickle Cell Disease, Mood Disorder","2, 1"
"Sickle Cell Disease, Spastic Diplegia","2, 3"
"Sickle Cell Disease, Amyloidosis","2, 2"
"Sickle Cell Disease, Paratyphoid Fever","2, 0"
"Sickle Cell Disease, OCD","2, 1"
"Sickle Cell Disease, Scoliosis","2, 3"
"Sickle Cell Disease, Arthrogryposis","2, 3"
"Sickle Cell Disease, Arthritis","2, 2"
"Sickle Cell Disease, Claw Hand","2, 3"
"Sickle Cell Disease, Sleep Disorder","2, 1"
"Sickle Cell Disease, Polio","2, 3"
"Sickle Cell Disease, Measles","2, 0"
"Sickle Cell Disease, Hearing Loss","2, 3"
"Sickle Cell Disease, Borderline Personality Disorder","2, 1"
"Sickle Cell Disease, Short Stature","2, 3"
"Sickle Cell Disease, Delirium","2, 1"
"Sickle Cell Disease, Chikungunya","2, 0"
"Sickle Cell Disease, PTSD","2, 1"
"Sickle Cell Disease, Botulism","2, 0"
"Sickle Cell Disease, Chickenpox","2, 0"
"Sickle Cell Disease, Blindness","2, 3"
"Sickle Cell Disease, Anxiety","2, 1"
"Sickle Cell Disease, Strep Throat","2, 0"
"Sickle Cell Disease, Trichotillomania","2, 1"
"Sickle Cell Disease, ADHD","2, 1"
"Sickle Cell Disease, Amputation","2, 3"
"Sickle Cell Disease, Gout","2, 2"
"Sickle Cell Disease, Zika Virus","2, 0"
"Sickle Cell Disease, Chronic Kidney Disease","2, 2"
"Sickle Cell Disease, Paraphilic Disorder","2, 1"
"Sickle Cell Disease, Paralysis","2, 3"
"Sickle Cell Disease, Thalassemia","2, 2"
"Sickle Cell Disease, Torticollis","2, 3"
"Sickle Cell Disease, Cerebral Palsy","2, 3"
"Sickle Cell Disease, Listeriosis","2, 0"
"Sickle Cell Disease, Paranoia","2, 1"
"Sickle Cell Disease, E. coli Infection","2, 0"
"Sickle Cell Disease, COPD","2, 2"
"Sickle Cell Disease, Lupus","2, 2"
"Sickle Cell Disease, Typhoid Fever","2, 0"
"Sickle Cell Disease, Whooping Cough","2, 0"
"Sickle Cell Disease, Hand Deformity","2, 3"
"Sickle Cell Disease, Chronic Urticaria","2, 2"
"Sickle Cell Disease, Food Poisoning","2, 0"
"Sickle Cell Disease, Psychosis","2, 1"
"Sickle Cell Disease, Myasthenia Gravis","2, 2"
"Sickle Cell Disease, Peripheral Artery Disease","2, 2"
"Sickle Cell Disease, Dengue Fever","2, 0"
"Sickle Cell Disease, Coxa Vara","2, 3"
"Sickle Cell Disease, Hepatitis C","2, 0"
"Sickle Cell Disease, Asthma","2, 2"
"Sickle Cell Disease, COVID-19","2, 0"
"Sickle Cell Disease, Rheumatic Heart Disease","2, 2"
"Sickle Cell Disease, Histrionic Personality Disorder","2, 1"
"Sickle Cell Disease, Hepatitis B","2, 0"
"Sickle Cell Disease, Thyroid Disease","2, 2"
"Sickle Cell Disease, Hemiplegia","2, 3"
"Sickle Cell Disease, Chronic Appendicitis","2, 2"
"Sickle Cell Disease, Clubfoot","2, 3"
"Sickle Cell Disease, Speech Impairment","2, 3"
"Sickle Cell Disease, Fibromyalgia","2, 2"
"Sickle Cell Disease, Ulcerative Colitis","2, 2"
"Sickle Cell Disease, Osteogenesis Imperfecta","2, 3"
"Sickle Cell Disease, Muscle Weakness","2, 3"
"Sickle Cell Disease, Toxoplasmosis","2, 0"
"Sickle Cell Disease, Psoriasis","2, 2"
"Sickle Cell Disease, Narcissistic Personality Disorder","2, 1"
"Sickle Cell Disease, Phobias","2, 1"
"Sickle Cell Disease, Chronic Pancreatitis","2, 2"
"Sickle Cell Disease, Chronic Migraine","2, 2"
"Sickle Cell Disease, Cystic Fibrosis","2, 2"
"Sickle Cell Disease, Seasonal Affective Disorder","2, 1"
"Sickle Cell Disease, Frozen Shoulder","2, 3"
"Sickle Cell Disease, Bipolar Disorder","2, 1"
"Sickle Cell Disease, Chronic Fatigue Syndrome","2, 2"
"Sickle Cell Disease, Quadriplegia","2, 3"
"Sickle Cell Disease, Mania","2, 1"
"Sickle Cell Disease, Monoplegia","2, 3"
"Sickle Cell Disease, Mumps","2, 0"
"Sickle Cell Disease, Ear Infection","2, 0"
"Sickle Cell Disease, Diabetes","2, 2"
"Sickle Cell Disease, Multiple Sclerosis","2, 3"
"Sickle Cell Disease, Impulse Control Disorder","2, 1"
"Sickle Cell Disease, Autism Spectrum Disorder","2, 1"
"Sickle Cell Disease, Hyperactivity Disorder","2, 1"
"Sickle Cell Disease, Sarcoidosis","2, 2"
"Sickle Cell Disease, Drop Foot","2, 3"
"Sickle Cell Disease, Scarlet Fever","2, 0"
"Sickle Cell Disease, Tuberculosis","2, 0"
"Sickle Cell Disease, Schizoaffective Disorder","2, 1"
"Sickle Cell Disease, Common Cold","2, 0"
"Sickle Cell Disease, Celiac Disease","2, 2"
"Sickle Cell Disease, Bronchitis","2, 0"
"Sickle Cell Disease, Emotional Dysregulation","2, 1"
"Sickle Cell Disease, Chronic Bronchitis","2, 2"
"Sickle Cell Disease, Postural Deformity","2, 3"
"Sickle Cell Disease, Eating Disorder","2, 1"
"Visual Impairment, Hypertension","3, 2"
"Visual Impairment, Endometriosis","3, 2"
"Visual Impairment, Bacterial Meningitis","3, 0"
"Visual Impairment, Catatonia","3, 1"
"Visual Impairment, Muscular Dystrophy","3, 3"
"Visual Impairment, Dwarfism","3, 3"
"Visual Impairment, Pathological Gambling","3, 1"
"Visual Impairment, Traumatic Brain Injury","3, 3"
"Visual Impairment, Somatic Symptom Disorder","3, 1"
"Visual Impairment, Anorexia","3, 1"
"Visual Impairment, Polycystic Kidney Disease","3, 2"
"Visual Impairment, Hip Dysplasia","3, 3"
"Visual Impairment, Campylobacteriosis","3, 0"
"Visual Impairment, Schizophrenia","3, 1"
"Visual Impairment, Selective Mutism","3, 1"
"Visual Impairment, Microcephaly","3, 3"
"Visual Impairment, Psychotic Depression","3, 1"
"Visual Impairment, Giardiasis","3, 0"
"Visual Impairment, Mobility Impairment","3, 3"
"Visual Impairment, Tetanus","3, 0"
"Visual Impairment, Leptospirosis","3, 0"
"Visual Impairment, Substance Use Disorder","3, 1"
"Visual Impairment, Mood Disorder","3, 1"
"Visual Impairment, Spastic Diplegia","3, 3"
"Visual Impairment, Amyloidosis","3, 2"
"Visual Impairment, Paratyphoid Fever","3, 0"
"Visual Impairment, OCD","3, 1"
"Visual Impairment, Scoliosis","3, 3"
"Visual Impairment, Arthrogryposis","3, 3"
"Visual Impairment, Arthritis","3, 2"
"Visual Impairment, Claw Hand","3, 3"
"Visual Impairment, Sleep Disorder","3, 1"
"Visual Impairment, Polio","3, 3"
"Visual Impairment, Measles","3, 0"
"Visual Impairment, Hearing Loss","3, 3"
"Visual Impairment, Borderline Personality Disorder","3, 1"
"Visual Impairment, Short Stature","3, 3"
"Visual Impairment, Delirium","3, 1"
"Visual Impairment, Chikungunya","3, 0"
"Visual Impairment, PTSD","3, 1"
"Visual Impairment, Botulism","3, 0"
"Visual Impairment, Chickenpox","3, 0"
"Visual Impairment, Blindness","3, 3"
"Visual Impairment, Anxiety","3, 1"
"Visual Impairment, Strep Throat","3, 0"
"Visual Impairment, Trichotillomania","3, 1"
"Visual Impairment, ADHD","3, 1"
"Visual Impairment, Amputation","3, 3"
"Visual Impairment, Gout","3, 2"
"Visual Impairment, Zika Virus","3, 0"
"Visual Impairment, Chronic Kidney Disease","3, 2"
"Visual Impairment, Paraphilic Disorder","3, 1"
"Visual Impairment, Paralysis","3, 3"
"Visual Impairment, Thalassemia","3, 2"
"Visual Impairment, Torticollis","3, 3"
"Visual Impairment, Cerebral Palsy","3, 3"
"Visual Impairment, Listeriosis","3, 0"
"Visual Impairment, Paranoia","3, 1"
"Visual Impairment, E. coli Infection","3, 0"
"Visual Impairment, COPD","3, 2"
"Visual Impairment, Lupus","3, 2"
"Visual Impairment, Typhoid Fever","3, 0"
"Visual Impairment, Whooping Cough","3, 0"
"Visual Impairment, Hand Deformity","3, 3"
"Visual Impairment, Chronic Urticaria","3, 2"
"Visual Impairment, Food Poisoning","3, 0"
"Visual Impairment, Psychosis","3, 1"
"Visual Impairment, Myasthenia Gravis","3, 2"
"Visual Impairment, Peripheral Artery Disease","3, 2"
"Visual Impairment, Dengue Fever","3, 0"
"Visual Impairment, Coxa Vara","3, 3"
"Visual Impairment, Hepatitis C","3, 0"
"Visual Impairment, Asthma","3, 2"
"Visual Impairment, COVID-19","3, 0"
"Visual Impairment, Rheumatic Heart Disease","3, 2"
"Visual Impairment, Histrionic Personality Disorder","3, 1"
"Visual Impairment, Hepatitis B","3, 0"
"Visual Impairment, Thyroid Disease","3, 2"
"Visual Impairment, Hemiplegia","3, 3"
"Visual Impairment, Chronic Appendicitis","3, 2"
"Visual Impairment, Clubfoot","3, 3"
"Visual Impairment, Speech Impairment","3, 3"
"Visual Impairment, Fibromyalgia","3, 2"
"Visual Impairment, Ulcerative Colitis","3, 2"
"Visual Impairment, Osteogenesis Imperfecta","3, 3"
"Visual Impairment, Muscle Weakness","3, 3"
"Visual Impairment, Toxoplasmosis","3, 0"
"Visual Impairment, Psoriasis","3, 2"
"Visual Impairment, Narcissistic Personality Disorder","3, 1"
"Visual Impairment, Phobias","3, 1"
"Visual Impairment, Chronic Pancreatitis","3, 2"
"Visual Impairment, Chronic Migraine","3, 2"
"Visual Impairment, Cystic Fibrosis","3, 2"
"Visual Impairment, Seasonal Affective Disorder","3, 1"
"Visual Impairment, Frozen Shoulder","3, 3"
"Visual Impairment, Bipolar Disorder","3, 1"
"Visual Impairment, Chronic Fatigue Syndrome","3, 2"
"Visual Impairment, Quadriplegia","3, 3"
"Visual Impairment, Mania","3, 1"
"Visual Impairment, Monoplegia","3, 3"
"Visual Impairment, Mumps","3, 0"
"Visual Impairment, Ear Infection","3, 0"
"Visual Impairment, Diabetes","3, 2"
"Visual Impairment, Multiple Sclerosis","3, 3"
"Visual Impairment, Impulse Control Disorder","3, 1"
"Visual Impairment, Autism Spectrum Disorder","3, 1"
"Visual Impairment, Hyperactivity Disorder","3, 1"
"Visual Impairment, Sarcoidosis","3, 2"
"Visual Impairment, Drop Foot","3, 3"
"Visual Impairment, Scarlet Fever","3, 0"
"Visual Impairment, Tuberculosis","3, 0"
"Visual Impairment, Schizoaffective Disorder","3, 1"
"Visual Impairment, Common Cold","3, 0"
"Visual Impairment, Celiac Disease","3, 2"
"Visual Impairment, Bronchitis","3, 0"
"Visual Impairment, Emotional Dysregulation","3, 1"
"Visual Impairment, Chronic Bronchitis","3, 2"
"Visual Impairment, Postural Deformity","3, 3"
"Visual Impairment, Eating Disorder","3, 1"
"Hypertension, Endometriosis","2, 2"
"Hypertension, Bacterial Meningitis","2, 0"
"Hypertension, Catatonia","2, 1"
"Hypertension, Muscular Dystrophy","2, 3"
"Hypertension, Dwarfism","2, 3"
"Hypertension, Pathological Gambling","2, 1"
"Hypertension, Traumatic Brain Injury","2, 3"
"Hypertension, Somatic Symptom Disorder","2, 1"
"Hypertension, Anorexia","2, 1"
"Hypertension, Polycystic Kidney Disease","2, 2"
"Hypertension, Hip Dysplasia","2, 3"
"Hypertension, Campylobacteriosis","2, 0"
"Hypertension, Schizophrenia","2, 1"
"Hypertension, Selective Mutism","2, 1"
"Hypertension, Microcephaly","2, 3"
"Hypertension, Psychotic Depression","2, 1"
"Hypertension, Giardiasis","2, 0"
"Hypertension, Mobility Impairment","2, 3"
"Hypertension, Tetanus","2, 0"
"Hypertension, Leptospirosis","2, 0"
"Hypertension, Substance Use Disorder","2, 1"
"Hypertension, Mood Disorder","2, 1"
"Hypertension, Spastic Diplegia","2, 3"
"Hypertension, Amyloidosis","2, 2"
"Hypertension, Paratyphoid Fever","2, 0"
"Hypertension, OCD","2, 1"
"Hypertension, Scoliosis","2, 3"
"Hypertension, Arthrogryposis","2, 3"
"Hypertension, Arthritis","2, 2"
"Hypertension, Claw Hand","2, 3"
"Hypertension, Sleep Disorder","2, 1"
"Hypertension, Polio","2, 3"
"Hypertension, Measles","2, 0"
"Hypertension, Hearing Loss","2, 3"
"Hypertension, Borderline Personality Disorder","2, 1"
"Hypertension, Short Stature","2, 3"
"Hypertension, Delirium","2, 1"
"Hypertension, Chikungunya","2, 0"
"Hypertension, PTSD","2, 1"
"Hypertension, Botulism","2, 0"
"Hypertension, Chickenpox","2, 0"
"Hypertension, Blindness","2, 3"
"Hypertension, Anxiety","2, 1"
"Hypertension, Strep Throat","2, 0"
"Hypertension, Trichotillomania","2, 1"
"Hypertension, ADHD","2, 1"
"Hypertension, Amputation","2, 3"
"Hypertension, Gout","2, 2"
"Hypertension, Zika Virus","2, 0"
"Hypertension, Chronic Kidney Disease","2, 2"
"Hypertension, Paraphilic Disorder","2, 1"
"Hypertension, Paralysis","2, 3"
"Hypertension, Thalassemia","2, 2"
"Hypertension, Torticollis","2, 3"
"Hypertension, Cerebral Palsy","2, 3"
"Hypertension, Listeriosis","2, 0"
"Hypertension, Paranoia","2, 1"
"Hypertension, E. coli Infection","2, 0"
"Hypertension, COPD","2, 2"
"Hypertension, Lupus","2, 2"
"Hypertension, Typhoid Fever","2, 0"
"Hypertension, Whooping Cough","2, 0"
"Hypertension, Hand Deformity","2, 3"
"Hypertension, Chronic Urticaria","2, 2"
"Hypertension, Food Poisoning","2, 0"
"Hypertension, Psychosis","2, 1"
"Hypertension, Myasthenia Gravis","2, 2"
"Hypertension, Peripheral Artery Disease","2, 2"
"Hypertension, Dengue Fever","2, 0"
"Hypertension, Coxa Vara","2, 3"
"Hypertension, Hepatitis C","2, 0"
"Hypertension, Asthma","2, 2"
"Hypertension, COVID-19","2, 0"
"Hypertension, Rheumatic Heart Disease","2, 2"
"Hypertension, Histrionic Personality Disorder","2, 1"
"Hypertension, Hepatitis B","2, 0"
"Hypertension, Thyroid Disease","2, 2"
"Hypertension, Hemiplegia","2, 3"
"Hypertension, Chronic Appendicitis","2, 2"
"Hypertension, Clubfoot","2, 3"
"Hypertension, Speech Impairment","2, 3"
"Hypertension, Fibromyalgia","2, 2"
"Hypertension, Ulcerative Colitis","2, 2"
"Hypertension, Osteogenesis Imperfecta","2, 3"
"Hypertension, Muscle Weakness","2, 3"
"Hypertension, Toxoplasmosis","2, 0"
"Hypertension, Psoriasis","2, 2"
"Hypertension, Narcissistic Personality Disorder","2, 1"
"Hypertension, Phobias","2, 1"
"Hypertension, Chronic Pancreatitis","2, 2"
"Hypertension, Chronic Migraine","2, 2"
"Hypertension, Cystic Fibrosis","2, 2"
"Hypertension, Seasonal Affective Disorder","2, 1"
"Hypertension, Frozen Shoulder","2, 3"
"Hypertension, Bipolar Disorder","2, 1"
"Hypertension, Chronic Fatigue Syndrome","2, 2"
"Hypertension, Quadriplegia","2, 3"
"Hypertension, Mania","2, 1"
"Hypertension, Monoplegia","2, 3"
"Hypertension, Mumps","2, 0"
"Hypertension, Ear Infection","2, 0"
"Hypertension, Diabetes","2, 2"
"Hypertension, Multiple Sclerosis","2, 3"
"Hypertension, Impulse Control Disorder","2, 1"
"Hypertension, Autism Spectrum Disorder","2, 1"
"Hypertension, Hyperactivity Disorder","2, 1"
"Hypertension, Sarcoidosis","2, 2"
"Hypertension, Drop Foot","2, 3"
"Hypertension, Scarlet Fever","2, 0"
"Hypertension, Tuberculosis","2, 0"
"Hypertension, Schizoaffective Disorder","2, 1"
"Hypertension, Common Cold","2, 0"
"Hypertension, Celiac Disease","2, 2"
"Hypertension, Bronchitis","2, 0"
"Hypertension, Emotional Dysregulation","2, 1"
"Hypertension, Chronic Bronchitis","2, 2"
"Hypertension, Postural Deformity","2, 3"
"Hypertension, Eating Disorder","2, 1"
"Endometriosis, Bacterial Meningitis","2, 0"
"Endometriosis, Catatonia","2, 1"
"Endometriosis, Muscular Dystrophy","2, 3"
"Endometriosis, Dwarfism","2, 3"
"Endometriosis, Pathological Gambling","2, 1"
"Endometriosis, Traumatic Brain Injury","2, 3"
"Endometriosis, Somatic Symptom Disorder","2, 1"
"Endometriosis, Anorexia","2, 1"
"Endometriosis, Polycystic Kidney Disease","2, 2"
"Endometriosis, Hip Dysplasia","2, 3"
"Endometriosis, Campylobacteriosis","2, 0"
"Endometriosis, Schizophrenia","2, 1"
"Endometriosis, Selective Mutism","2, 1"
"Endometriosis, Microcephaly","2, 3"
"Endometriosis, Psychotic Depression","2, 1"
"Endometriosis, Giardiasis","2, 0"
"Endometriosis, Mobility Impairment","2, 3"
"Endometriosis, Tetanus","2, 0"
"Endometriosis, Leptospirosis","2, 0"
"Endometriosis, Substance Use Disorder","2, 1"
"Endometriosis, Mood Disorder","2, 1"
"Endometriosis, Spastic Diplegia","2, 3"
"Endometriosis, Amyloidosis","2, 2"
"Endometriosis, Paratyphoid Fever","2, 0"
"Endometriosis, OCD","2, 1"
"Endometriosis, Scoliosis","2, 3"
"Endometriosis, Arthrogryposis","2, 3"
"Endometriosis, Arthritis","2, 2"
"Endometriosis, Claw Hand","2, 3"
"Endometriosis, Sleep Disorder","2, 1"
"Endometriosis, Polio","2, 3"
"Endometriosis, Measles","2, 0"
"Endometriosis, Hearing Loss","2, 3"
"Endometriosis, Borderline Personality Disorder","2, 1"
"Endometriosis, Short Stature","2, 3"
"Endometriosis, Delirium","2, 1"
"Endometriosis, Chikungunya","2, 0"
"Endometriosis, PTSD","2, 1"
"Endometriosis, Botulism","2, 0"
"Endometriosis, Chickenpox","2, 0"
"Endometriosis, Blindness","2, 3"
"Endometriosis, Anxiety","2, 1"
"Endometriosis, Strep Throat","2, 0"
"Endometriosis, Trichotillomania","2, 1"
"Endometriosis, ADHD","2, 1"
"Endometriosis, Amputation","2, 3"
"Endometriosis, Gout","2, 2"
"Endometriosis, Zika Virus","2, 0"
"Endometriosis, Chronic Kidney Disease","2, 2"
"Endometriosis, Paraphilic Disorder","2, 1"
"Endometriosis, Paralysis","2, 3"
"Endometriosis, Thalassemia","2, 2"
"Endometriosis, Torticollis","2, 3"
"Endometriosis, Cerebral Palsy","2, 3"
"Endometriosis, Listeriosis","2, 0"
"Endometriosis, Paranoia","2, 1"
"Endometriosis, E. coli Infection","2, 0"
"Endometriosis, COPD","2, 2"
"Endometriosis, Lupus","2, 2"
"Endometriosis, Typhoid Fever","2, 0"
"Endometriosis, Whooping Cough","2, 0"
"Endometriosis, Hand Deformity","2, 3"
"Endometriosis, Chronic Urticaria","2, 2"
"Endometriosis, Food Poisoning","2, 0"
"Endometriosis, Psychosis","2, 1"
"Endometriosis, Myasthenia Gravis","2, 2"
"Endometriosis, Peripheral Artery Disease","2, 2"
"Endometriosis, Dengue Fever","2, 0"
"Endometriosis, Coxa Vara","2, 3"
"Endometriosis, Hepatitis C","2, 0"
"Endometriosis, Asthma","2, 2"
"Endometriosis, COVID-19","2, 0"
"Endometriosis, Rheumatic Heart Disease","2, 2"
"Endometriosis, Histrionic Personality Disorder","2, 1"
"Endometriosis, Hepatitis B","2, 0"
"Endometriosis, Thyroid Disease","2, 2"
"Endometriosis, Hemiplegia","2, 3"
"Endometriosis, Chronic Appendicitis","2, 2"
"Endometriosis, Clubfoot","2, 3"
"Endometriosis, Speech Impairment","2, 3"
"Endometriosis, Fibromyalgia","2, 2"
"Endometriosis, Ulcerative Colitis","2, 2"
"Endometriosis, Osteogenesis Imperfecta","2, 3"
"Endometriosis, Muscle Weakness","2, 3"
"Endometriosis, Toxoplasmosis","2, 0"
"Endometriosis, Psoriasis","2, 2"
"Endometriosis, Narcissistic Personality Disorder","2, 1"
"Endometriosis, Phobias","2, 1"
"Endometriosis, Chronic Pancreatitis","2, 2"
"Endometriosis, Chronic Migraine","2, 2"
"Endometriosis, Cystic Fibrosis","2, 2"
"Endometriosis, Seasonal Affective Disorder","2, 1"
"Endometriosis, Frozen Shoulder","2, 3"
"Endometriosis, Bipolar Disorder","2, 1"
"Endometriosis, Chronic Fatigue Syndrome","2, 2"
"Endometriosis, Quadriplegia","2, 3"
"Endometriosis, Mania","2, 1"
"Endometriosis, Monoplegia","2, 3"
"Endometriosis, Mumps","2, 0"
"Endometriosis, Ear Infection","2, 0"
"Endometriosis, Diabetes","2, 2"
"Endometriosis, Multiple Sclerosis","2, 3"
"Endometriosis, Impulse Control Disorder","2, 1"
"Endometriosis, Autism Spectrum Disorder","2, 1"
"Endometriosis, Hyperactivity Disorder","2, 1"
"Endometriosis, Sarcoidosis","2, 2"
"Endometriosis, Drop Foot","2, 3"
"Endometriosis, Scarlet Fever","2, 0"
"Endometriosis, Tuberculosis","2, 0"
"Endometriosis, Schizoaffective Disorder","2, 1"
"Endometriosis, Common Cold","2, 0"
"Endometriosis, Celiac Disease","2, 2"
"Endometriosis, Bronchitis","2, 0"
"Endometriosis, Emotional Dysregulation","2, 1"
"Endometriosis, Chronic Bronchitis","2, 2"
"Endometriosis, Postural Deformity","2, 3"
"Endometriosis, Eating Disorder","2, 1"
"Bacterial Meningitis, Catatonia","0, 1"
"Bacterial Meningitis, Muscular Dystrophy","0, 3"
"Bacterial Meningitis, Dwarfism","0, 3"
"Bacterial Meningitis, Pathological Gambling","0, 1"
"Bacterial Meningitis, Traumatic Brain Injury","0, 3"
"Bacterial Meningitis, Somatic Symptom Disorder","0, 1"
"Bacterial Meningitis, Anorexia","0, 1"
"Bacterial Meningitis, Polycystic Kidney Disease","0, 2"
"Bacterial Meningitis, Hip Dysplasia","0, 3"
"Bacterial Meningitis, Campylobacteriosis","0, 0"
"Bacterial Meningitis, Schizophrenia","0, 1"
"Bacterial Meningitis, Selective Mutism","0, 1"
"Bacterial Meningitis, Microcephaly","0, 3"
"Bacterial Meningitis, Psychotic Depression","0, 1"
"Bacterial Meningitis, Giardiasis","0, 0"
"Bacterial Meningitis, Mobility Impairment","0, 3"
"Bacterial Meningitis, Tetanus","0, 0"
"Bacterial Meningitis, Leptospirosis","0, 0"
"Bacterial Meningitis, Substance Use Disorder","0, 1"
"Bacterial Meningitis, Mood Disorder","0, 1"
"Bacterial Meningitis, Spastic Diplegia","0, 3"
"Bacterial Meningitis, Amyloidosis","0, 2"
"Bacterial Meningitis, Paratyphoid Fever","0, 0"
"Bacterial Meningitis, OCD","0, 1"
"Bacterial Meningitis, Scoliosis","0, 3"
"Bacterial Meningitis, Arthrogryposis","0, 3"
"Bacterial Meningitis, Arthritis","0, 2"
"Bacterial Meningitis, Claw Hand","0, 3"
"Bacterial Meningitis, Sleep Disorder","0, 1"
"Bacterial Meningitis, Polio","0, 3"
"Bacterial Meningitis, Measles","0, 0"
"Bacterial Meningitis, Hearing Loss","0, 3"
"Bacterial Meningitis, Borderline Personality Disorder","0, 1"
"Bacterial Meningitis, Short Stature","0, 3"
"Bacterial Meningitis, Delirium","0, 1"
"Bacterial Meningitis, Chikungunya","0, 0"
"Bacterial Meningitis, PTSD","0, 1"
"Bacterial Meningitis, Botulism","0, 0"
"Bacterial Meningitis, Chickenpox","0, 0"
"Bacterial Meningitis, Blindness","0, 3"
"Bacterial Meningitis, Anxiety","0, 1"
"Bacterial Meningitis, Strep Throat","0, 0"
"Bacterial Meningitis, Trichotillomania","0, 1"
"Bacterial Meningitis, ADHD","0, 1"
"Bacterial Meningitis, Amputation","0, 3"
"Bacterial Meningitis, Gout","0, 2"
"Bacterial Meningitis, Zika Virus","0, 0"
"Bacterial Meningitis, Chronic Kidney Disease","0, 2"
"Bacterial Meningitis, Paraphilic Disorder","0, 1"
"Bacterial Meningitis, Paralysis","0, 3"
"Bacterial Meningitis, Thalassemia","0, 2"
"Bacterial Meningitis, Torticollis","0, 3"
"Bacterial Meningitis, Cerebral Palsy","0, 3"
"Bacterial Meningitis, Listeriosis","0, 0"
"Bacterial Meningitis, Paranoia","0, 1"
"Bacterial Meningitis, E. coli Infection","0, 0"
"Bacterial Meningitis, COPD","0, 2"
"Bacterial Meningitis, Lupus","0, 2"
"Bacterial Meningitis, Typhoid Fever","0, 0"
"Bacterial Meningitis, Whooping Cough","0, 0"
"Bacterial Meningitis, Hand Deformity","0, 3"
"Bacterial Meningitis, Chronic Urticaria","0, 2"
"Bacterial Meningitis, Food Poisoning","0, 0"
"Bacterial Meningitis, Psychosis","0, 1"
"Bacterial Meningitis, Myasthenia Gravis","0, 2"
"Bacterial Meningitis, Peripheral Artery Disease","0, 2"
"Bacterial Meningitis, Dengue Fever","0, 0"
"Bacterial Meningitis, Coxa Vara","0, 3"
"Bacterial Meningitis, Hepatitis C","0, 0"
"Bacterial Meningitis, Asthma","0, 2"
"Bacterial Meningitis, COVID-19","0, 0"
"Bacterial Meningitis, Rheumatic Heart Disease","0, 2"
"Bacterial Meningitis, Histrionic Personality Disorder","0, 1"
"Bacterial Meningitis, Hepatitis B","0, 0"
"Bacterial Meningitis, Thyroid Disease","0, 2"
"Bacterial Meningitis, Hemiplegia","0, 3"
"Bacterial Meningitis, Chronic Appendicitis","0, 2"
"Bacterial Meningitis, Clubfoot","0, 3"
"Bacterial Meningitis, Speech Impairment","0, 3"
"Bacterial Meningitis, Fibromyalgia","0, 2"
"Bacterial Meningitis, Ulcerative Colitis","0, 2"
"Bacterial Meningitis, Osteogenesis Imperfecta","0, 3"
"Bacterial Meningitis, Muscle Weakness","0, 3"
"Bacterial Meningitis, Toxoplasmosis","0, 0"
"Bacterial Meningitis, Psoriasis","0, 2"
"Bacterial Meningitis, Narcissistic Personality Disorder","0, 1"
"Bacterial Meningitis, Phobias","0, 1"
"Bacterial Meningitis, Chronic Pancreatitis","0, 2"
"Bacterial Meningitis, Chronic Migraine","0, 2"
"Bacterial Meningitis, Cystic Fibrosis","0, 2"
"Bacterial Meningitis, Seasonal Affective Disorder","0, 1"
"Bacterial Meningitis, Frozen Shoulder","0, 3"
"Bacterial Meningitis, Bipolar Disorder","0, 1"
"Bacterial Meningitis, Chronic Fatigue Syndrome","0, 2"
"Bacterial Meningitis, Quadriplegia","0, 3"
"Bacterial Meningitis, Mania","0, 1"
"Bacterial Meningitis, Monoplegia","0, 3"
"Bacterial Meningitis, Mumps","0, 0"
"Bacterial Meningitis, Ear Infection","0, 0"
"Bacterial Meningitis, Diabetes","0, 2"
"Bacterial Meningitis, Multiple Sclerosis","0, 3"
"Bacterial Meningitis, Impulse Control Disorder","0, 1"
"Bacterial Meningitis, Autism Spectrum Disorder","0, 1"
"Bacterial Meningitis, Hyperactivity Disorder","0, 1"
"Bacterial Meningitis, Sarcoidosis","0, 2"
"Bacterial Meningitis, Drop Foot","0, 3"
"Bacterial Meningitis, Scarlet Fever","0, 0"
"Bacterial Meningitis, Tuberculosis","0, 0"
"Bacterial Meningitis, Schizoaffective Disorder","0, 1"
"Bacterial Meningitis, Common Cold","0, 0"
"Bacterial Meningitis, Celiac Disease","0, 2"
"Bacterial Meningitis, Bronchitis","0, 0"
"Bacterial Meningitis, Emotional Dysregulation","0, 1"
